,Name,gender,is alive,age,Death_Probability
953,Essence Atkins,Female,yes,42,0.0016899999999999999
956,Susan Atkins,Female,no,61,0.00811
958,Gemma Atkinson,Female,yes,30,0.0006
959,Jayne Atkinson,Female,yes,55,0.00447
971,Hayley Atwell,Female,yes,32,0.0007
974,Margaret Atwood,Female,yes,75,0.02998
983,Eleanor Audley,Female,no,86,0.09561
984,Stéphane Audran,Female,yes,82,0.06182000000000001
985,Jean M. Auel,Female,yes,78,0.040310000000000006
989,Melissa Auf der Maur,Female,yes,42,0.0016899999999999999
992,Pernilla August,Female,yes,56,0.00495
1000,Alana Austin,Female,yes,32,0.0007
1005,Nicole Austin,Female,yes,35,0.0009400000000000001
1006,Patti Austin,Female,yes,64,0.010879999999999999
1010,Teri Austin,Female,yes,57,0.00547
1011,Tracy Austin,Female,yes,52,0.0033200000000000005
1025,Margaret Avery,Female,yes,70,0.019119999999999998
1026,Phyllis Avery,Female,no,89,0.13354000000000002
1033,Mili Avital,Female,yes,42,0.0016899999999999999
1044,Anna Ayala,Female,yes,49,0.0026100000000000003
1045,Charlotte Ayanna,Female,yes,38,0.00124
1046,Ann Ayars,Female,no,77,0.036489999999999995
1047,Nicki Aycox,Female,yes,39,0.00134
1056,Reiko Aylesworth,Female,yes,42,0.0016899999999999999
1058,Kelly Ayotte,Female,yes,46,0.00214
1060,Rochelle Aytes,Female,yes,38,0.00124
1062,Sabine Azéma,Female,yes,65,0.01201
1077,Harriet C. Babbitt,Female,yes,67,0.01456
1080,Barbara Babcock,Female,yes,77,0.036489999999999995
1084,Parveen Babi,Female,no,50,0.00281
1085,Tai Babilonia,Female,yes,55,0.00447
1087,Lauren Bacall,Female,no,90,0.14886
1088,Morena Baccarin,Female,yes,35,0.0009400000000000001
1091,Barbara Bach,Female,yes,67,0.01456
1092,Catherine Bach,Female,yes,60,0.00734
1093,Pamela Bach,Female,yes,51,0.0030399999999999997
1099,Michelle Bachelet,Female,yes,63,0.00987
1102,Michele Bachmann,Female,yes,58,0.00604
1116,Angela Baddeley,Female,no,72,0.023030000000000002
1117,Hermione Baddeley,Female,no,80,0.04965
1122,Mary Badham,Female,yes,62,0.00895
1125,Jane Badler,Female,yes,61,0.00811
1126,Erykah Badu,Female,yes,43,0.0018
1133,Joan Baez,Female,yes,73,0.02511
1137,Elizabeth F. Bagley,Female,yes,62,0.00895
1139,Louise Bagshawe,Female,yes,43,0.0018
1143,Katherine Baicker,Female,yes,43,0.0018
1155,Pearl Bailey,Female,no,72,0.023030000000000002
1160,Adrienne Bailon,Female,yes,31,0.00064
1161,Barbara Bain,Female,yes,83,0.06888
1164,Beryl Bainbridge,Female,no,76,0.03305
1171,Zoë Baird,Female,yes,62,0.00895
1174,Oksana Baiul,Female,yes,37,0.0011300000000000001
1176,Anita Baker,Female,yes,56,0.00495
1178,Carroll Baker,Female,yes,83,0.06888
1182,Deborah Baker,Female,yes,55,0.00447
1184,Diane Baker,Female,yes,76,0.03305
1192,Janet Baker,Female,yes,81,0.055420000000000004
1195,Josephine Baker,Female,no,69,0.017419999999999998
1196,Kathy Baker,Female,yes,64,0.010879999999999999
1199,LaVern Baker,Female,no,68,0.01594
1200,Leigh-Allyn Baker,Female,yes,42,0.0016899999999999999
1215,Brenda Bakke,Female,yes,51,0.0030399999999999997
1218,Tammy Faye Bakker,Female,no,65,0.01201
1219,Bonny Lee Bakley,Female,no,45,0.00201
1224,Liane Balaban,Female,yes,34,0.00086
1227,Josiane Balasko,Female,yes,64,0.010879999999999999
1229,Sari M. Baldauf,Female,yes,59,0.006659999999999999
1230,Rebecca Balding,Female,yes,59,0.006659999999999999
1233,Letitia Baldrige,Female,no,86,0.09561
1242,Tammy Baldwin,Female,yes,52,0.0033200000000000005
1246,Jeanne Balibar,Female,yes,46,0.00214
1248,Ina Balin,Female,no,53,0.00365
1250,Fairuza Balk,Female,yes,40,0.00146
1255,Lucille Ball,Female,no,78,0.040310000000000006
1266,Florence Ballard,Female,no,33,0.0007700000000000001
1269,Kaye Ballard,Female,yes,88,0.11955
1279,Talia Balsam,Female,yes,55,0.00447
1283,Toni Cade Bambara,Female,no,56,0.00495
1286,Maria Bamford,Female,yes,44,0.0019
1287,Rose Bampton,Female,no,100,0.34031
1289,Anne Bancroft,Female,no,74,0.027360000000000002
1294,Sirimavo Bandaranaike,Female,no,84,0.07674
1297,Ashleigh Banfield,Female,yes,47,0.00229
1298,Joy Bang,Female,yes,69,0.017419999999999998
1304,Tallulah Bankhead,Female,no,66,0.01325
1305,Brianna Banks,Female,yes,36,0.0010400000000000001
1307,Elizabeth Banks,Female,yes,40,0.00146
1311,Joan Banks,Female,no,80,0.04965
1314,Lynne Reid Banks,Female,yes,85,0.08559
1319,Tyra Banks,Female,yes,41,0.00158
1336,Juanita P. Baranco,Female,yes,65,0.01201
1337,Christine Baranski,Female,yes,62,0.00895
1339,Adrienne Barbeau,Female,yes,69,0.017419999999999998
1340,Andrea Barber,Female,yes,38,0.00124
1343,Glynis Barber,Female,yes,59,0.006659999999999999
1350,Shane Barbi,Female,yes,51,0.0030399999999999997
1351,Sia Barbi,Female,yes,51,0.0030399999999999997
1353,Paula Barbieri,Female,yes,48,0.00244
1361,Brigitte Bardot,Female,yes,80,0.04965
1362,Arija Bareikis,Female,yes,48,0.00244
1363,Sara Bareilles,Female,yes,35,0.0009400000000000001
1367,Lynn Bari,Female,no,76,0.03305
1369,A. L. Barker,Female,no,84,0.07674
1375,Pat Barker,Female,yes,71,0.02103
1380,Rosemary Barkett,Female,yes,75,0.02998
1381,Ellen Barkin,Female,yes,60,0.00734
1393,Binnie Barnes,Female,no,95,0.24316
1397,Joanna Barnes,Female,yes,80,0.04965
1400,Priscilla Barnes,Female,yes,59,0.006659999999999999
1414,Candy Barr,Female,no,70,0.019119999999999998
1418,Julia Barr,Female,yes,65,0.01201
1420,Roseanne Barr,Female,yes,62,0.00895
1425,Marie-Christine Barrault,Female,yes,70,0.019119999999999998
1426,Adriana Barraza,Female,yes,58,0.00604
1428,Françoise Barré-Sinoussi,Female,yes,67,0.01456
1429,Pamela Des Barres,Female,yes,66,0.01325
1432,Colleen C. Barrett,Female,yes,70,0.019119999999999998
1435,Jacinda Barrett,Female,yes,42,0.0016899999999999999
1437,Majel Barrett,Female,no,76,0.03305
1439,Rona Barrett,Female,yes,78,0.040310000000000006
1443,Barbara Barrie,Female,yes,83,0.06888
1445,Wendy Barrie,Female,no,66,0.01325
1447,Fantasia Barrino,Female,yes,30,0.0006
1451,Dana Barron,Female,yes,46,0.00214
1465,Lynda Barry,Female,yes,58,0.00604
1467,Maryanne Trump Barry,Female,yes,77,0.036489999999999995
1468,Patricia Barry,Female,yes,93,0.20245
1474,Drew Barrymore,Female,yes,39,0.00134
1476,Charlene Barshefsky,Female,yes,64,0.010879999999999999
1477,Judith Barsi,Female,no,10,0.0001
1492,Lynsey Bartilson,Female,yes,31,0.00064
1493,Maria Bartiromo,Female,yes,47,0.00229
1496,Bonnie Bartlett,Female,yes,85,0.08559
1500,Erinn Bartlett,Female,yes,41,0.00158
1505,Eva Bartok,Female,no,71,0.02103
1508,Jacqueline K. Barton,Female,yes,62,0.00895
1510,Mischa Barton,Female,yes,28,0.0005200000000000001
1513,Skye McCole Bartusiak,Female,no,22,0.00042
1515,Carol Bartz,Female,yes,66,0.01325
1527,Dana Bash,Female,yes,43,0.0018
1531,Toni Basil,Female,yes,71,0.02103
1532,Kim Basinger,Female,yes,61,0.00811
1537,Lina Basquette,Female,no,87,0.10690999999999999
1542,Karen Bass,Female,yes,61,0.00811
1546,Angela Bassett,Female,yes,56,0.00495
1547,Shirley Bassey,Female,yes,77,0.036489999999999995
1550,Bipasha Basu,Female,yes,35,0.0009400000000000001
1552,Alice M. Batchelder,Female,yes,70,0.019119999999999998
1556,Justine Bateman,Female,yes,48,0.00244
1558,Barbara Bates,Female,no,44,0.0019
1563,Kathy Bates,Female,yes,66,0.01325
1573,Lynne A. Battaglia,Female,yes,68,0.01594
1579,Kathleen Battle,Female,yes,66,0.01325
1587,Belinda Bauer,Female,yes,63,0.00987
1590,Jaime Lyn Bauer,Female,yes,65,0.01201
1591,Kristin Bauer,Female,yes,48,0.00244
1592,Michelle Bauer,Female,yes,56,0.00495
1596,Laura Baugh,Female,yes,59,0.006659999999999999
1603,Frances Bavier,Female,no,87,0.10690999999999999
1604,Nina Bawden,Female,no,87,0.10690999999999999
1605,Barbara Baxley,Female,no,67,0.01456
1608,Lucy Baxley,Female,yes,77,0.036489999999999995
1610,Anne Baxter,Female,no,62,0.00895
1611,Jameson A. Baxter,Female,yes,71,0.02103
1614,Meredith Baxter,Female,yes,67,0.01456
1615,Frances Bay,Female,no,92,0.18337
1617,Nathalie Baye,Female,yes,66,0.01325
1620,Susan B. Bayh,Female,yes,55,0.00447
1628,Stephanie Beacham,Female,yes,67,0.01456
1632,Jennifer Beals,Female,yes,51,0.0030399999999999997
1639,Melissa Bean,Female,yes,52,0.0033200000000000005
1650,Amanda Bearse,Female,yes,56,0.00495
1651,Emmanuelle Béart,Female,yes,49,0.0026100000000000003
1652,Allyce Beasley,Female,yes,60,0.00734
1655,Queen Beatrix I,Female,yes,76,0.03305
1656,Ann Beattie,Female,yes,67,0.01456
1664,Garcelle Beauvais,Female,yes,48,0.00244
1665,Simone de Beauvoir,Female,no,78,0.040310000000000006
1667,Louise Beavers,Female,no,60,0.00734
1671,Alison Bechdel,Female,yes,54,0.00403
1685,Jean Becker,Female,yes,76,0.03305
1692,Margaret Beckett,Female,yes,71,0.02103
1698,Victoria Beckham,Female,yes,40,0.00146
1699,Kate Beckinsale,Female,yes,41,0.00158
1706,Irene Bedard,Female,yes,47,0.00229
1708,Bonnie Bedelia,Female,yes,66,0.01325
1711,Sybille Bedford,Female,no,95,0.24316
1713,Natasha Bedingfield,Female,yes,33,0.0007700000000000001
1717,Samantha Bee,Female,yes,45,0.00201
1726,Charlotte Beers,Female,yes,79,0.04462
1728,Angela Beesley,Female,yes,37,0.0011300000000000001
1738,Joy Behar,Female,yes,71,0.02103
1743,Hildegard Behrens,Female,no,72,0.023030000000000002
1744,Beth Behrs,Female,yes,29,0.00055
1748,Candace K. Beinecke,Female,yes,68,0.01594
1750,Bérénice Bejo,Female,yes,38,0.00124
1752,Barbara Bel Geddes,Female,no,83,0.06888
1754,Shari Belafonte,Female,yes,60,0.00734
1757,Christine Belford,Female,yes,65,0.01201
1762,Anna Belknap,Female,yes,42,0.0016899999999999999
1769,Catherine Bell,Female,yes,46,0.00214
1785,Julie Bell,Female,yes,42,0.0016899999999999999
1787,Kristen Bell,Female,yes,34,0.00086
1788,Lake Bell,Female,yes,35,0.0009400000000000001
1795,Belladonna,Female,yes,33,0.0007700000000000001
1801,Camilla Belle,Female,yes,28,0.0005200000000000001
1803,Kathleen Beller,Female,yes,58,0.00604
1804,Gioconda Belli,Female,yes,66,0.01325
1808,Troian Bellisario,Female,yes,29,0.00055
1809,Gina Bellman,Female,yes,48,0.00244
1811,Maria Bello,Female,yes,47,0.00229
1815,Pamela Bellwood,Female,yes,63,0.00987
1818,Sharon Sayles Belton,Female,yes,63,0.00987
1831,Bea Benaderet,Female,no,62,0.00895
1833,Pat Benatar,Female,yes,61,0.00811
1851,Brenda Benet,Female,no,37,0.0011300000000000001
1856,Annette Bening,Female,yes,56,0.00495
1859,Medea Benjamin,Female,yes,62,0.00895
1860,Regina Benjamin,Female,yes,58,0.00604
1873,Constance Bennett,Female,no,61,0.00811
1874,Gwendolyn Bennett,Female,no,79,0.04462
1875,Haley Bennett,Female,yes,26,0.00045999999999999996
1877,Jalynn H. Bennett,Female,yes,71,0.02103
1879,Jill Bennett,Female,no,59,0.006659999999999999
1880,Joan Bennett,Female,no,80,0.04965
1896,Nancy Benoit,Female,no,43,0.0018
1899,Amber Benson,Female,yes,37,0.0011300000000000001
1900,Ashley Benson,Female,yes,25,0.00045
1905,Jodi Benson,Female,yes,53,0.00365
1906,Mildred Wirt Benson,Female,no,97,0.28359
1910,Helen Delich Bentley,Female,yes,91,0.16549
1914,Barbi Benton,Female,yes,64,0.010879999999999999
1921,Julie Benz,Female,yes,42,0.0016899999999999999
1923,Cathy Berberian,Female,no,58,0.00604
1924,Rebecca White Berch,Female,yes,59,0.006659999999999999
1929,Marisa Berenson,Female,yes,67,0.01456
1930,Miki Berenyi,Female,yes,47,0.00229
1937,Patty Berg,Female,no,88,0.11955
1942,Candice Bergen,Female,yes,68,0.01594
1944,Polly Bergen,Female,no,84,0.07674
1951,Senta Berger,Female,yes,73,0.02511
1956,Emily Bergl,Female,yes,39,0.00134
1961,Ingrid Bergman,Female,no,67,0.01456
1962,Jaime Bergman,Female,yes,39,0.00134
1964,Marilyn Bergman,Female,yes,85,0.08559
1965,Mary Kay Bergman,Female,no,38,0.00124
1967,Sandahl Bergman,Female,yes,63,0.00987
1977,Elizabeth Berkley,Female,yes,42,0.0016899999999999999
1978,Shelley Berkley,Female,yes,63,0.00987
1985,Jeannie Berlin,Female,yes,65,0.01201
2000,Betsy J. Bernard,Female,yes,59,0.006659999999999999
2002,Crystal Bernard,Female,yes,53,0.00365
2010,Sandra Bernhard,Female,yes,59,0.006659999999999999
2025,Elizabeth Berridge,Female,yes,52,0.0033200000000000005
2026,Elizabeth Berridge,Female,no,90,0.14886
2032,Halle Berry,Female,yes,48,0.00244
2037,Mary Frances Berry,Female,yes,76,0.03305
2049,Marina Berti,Female,no,78,0.040310000000000006
2050,Valerie Bertinelli,Female,yes,54,0.00403
2051,Catherine Bertini,Female,yes,64,0.010879999999999999
2056,Marsha S. Berzon,Female,yes,69,0.017419999999999998
2057,Bibi Besch,Female,no,54,0.00403
2065,Edna Best,Female,no,74,0.027360000000000002
2066,Eve Best,Female,yes,43,0.0018
2072,Martine Beswick,Female,yes,73,0.02511
2076,Zina Bethune,Female,no,67,0.01456
2080,Liliane Bettencourt,Female,yes,92,0.18337
2083,Angela Bettis,Female,yes,41,0.00158
2086,Doris Betts,Female,no,80,0.04965
2090,Jaime Herrera Beutler,Female,yes,36,0.0010400000000000001
2100,Troy Beyer,Female,yes,50,0.00281
2103,Didier Bezace,Female,yes,68,0.01594
2105,Jaya Bhaduri,Female,yes,66,0.01325
2106,Benazir Bhutto,Female,no,54,0.00403
2110,Mayim Bialik,Female,yes,39,0.00134
2112,Viva Bianca,Female,yes,31,0.00064
2116,Leslie Bibb,Female,yes,40,0.00146
2124,Jill Jacobs Biden,Female,yes,63,0.00987
2128,Jessica Biel,Female,yes,32,0.0007
2131,Susanne Bier,Female,yes,54,0.00403
2135,Susan S. Bies,Female,yes,67,0.01456
2142,Kathryn Bigelow,Female,yes,63,0.00987
2144,Judy Biggert,Female,yes,77,0.036489999999999995
2146,J. Veronica Biggins,Female,yes,68,0.01594
2166,Barbara Billingsley,Female,no,95,0.24316
2171,Rachel Bilson,Female,yes,33,0.0007700000000000001
2181,Traci Bingham,Female,yes,46,0.00214
2185,Juliette Binoche,Female,yes,50,0.00281
2191,Thora Birch,Female,yes,32,0.0007
2194,Billie Bird,Female,no,94,0.22268000000000002
2199,Rose Bird,Female,no,63,0.00987
2203,Jane Birkin,Female,yes,68,0.01594
2210,Elizabeth Bishop,Female,no,68,0.01594
2214,Julie Bishop,Female,no,87,0.10690999999999999
2215,Julie Bishop,Female,yes,58,0.00604
2216,Kelly Bishop,Female,yes,70,0.019119999999999998
2226,Jacqueline Bisset,Female,yes,70,0.019119999999999998
2227,Josie Bissett,Female,yes,44,0.0019
2233,Bjork,Female,yes,49,0.0026100000000000003
2234,Anita Björk,Female,no,89,0.13354000000000002
2236,Nadia Bjorlin,Female,yes,34,0.00086
2241,Cathleen Black,Female,yes,70,0.019119999999999998
2242,Claudia Black,Female,yes,42,0.0016899999999999999
2245,Denise Black,Female,yes,56,0.00495
2246,Diane Black,Female,yes,63,0.00987
2254,Judy A. Black,Female,yes,65,0.01201
2255,Karen Black,Female,no,74,0.027360000000000002
2260,Susan H. Black,Female,yes,71,0.02103
2261,Elizabeth H. Blackburn,Female,yes,66,0.01325
2263,Marsha Blackburn,Female,yes,62,0.00895
2265,Honor Blackman,Female,yes,88,0.11955
2266,Joan Blackman,Female,yes,76,0.03305
2268,Susan Blackmore,Female,yes,63,0.00987
2278,Nina Blackwood,Female,yes,59,0.006659999999999999
2283,Vivian Blaine,Female,no,74,0.027360000000000002
2284,Betsy Blair,Female,no,86,0.09561
2285,Bonnie Blair,Female,yes,50,0.00281
2286,Cherie Blair,Female,yes,60,0.00734
2288,Isla Blair,Female,yes,70,0.019119999999999998
2290,Janet Blair,Female,no,86,0.09561
2291,Linda Blair,Female,yes,55,0.00447
2292,Patricia Blair,Female,no,82,0.06182000000000001
2293,Selma Blair,Female,yes,42,0.0016899999999999999
2295,Amanda Blake,Female,no,60,0.00734
2299,Kayla Blake,Female,yes,51,0.0030399999999999997
2300,Pamela Blake,Female,no,94,0.22268000000000002
2306,Whitney Blake,Female,no,77,0.036489999999999995
2308,Susan Blakely,Female,yes,62,0.00895
2312,Marion C. Blakey,Female,yes,66,0.01325
2313,Caroline Blakiston,Female,yes,81,0.055420000000000004
2314,Ronee Blakley,Female,yes,69,0.017419999999999998
2315,Jolene Blalock,Female,yes,39,0.00134
2322,Mari Blanchard,Female,no,43,0.0018
2323,Rachel Blanchard,Female,yes,38,0.00124
2324,Tammy Blanchard,Female,yes,38,0.00124
2325,Cate Blanchett,Female,yes,45,0.00201
2328,Kathleen Blanco,Female,yes,72,0.023030000000000002
2332,Sally Blane,Female,no,87,0.10690999999999999
2334,Rebecca M. Blank,Female,yes,59,0.006659999999999999
2336,Fanny Blankers-Koen,Female,no,86,0.09561
2342,Rosa Blasi,Female,yes,42,0.0016899999999999999
2345,Melanie Blatt,Female,yes,39,0.00134
2349,Hazel Blears,Female,yes,58,0.00604
2353,Alexis Bledel,Female,yes,33,0.0007700000000000001
2355,Tempestt Bledsoe,Female,yes,41,0.00158
2357,Yasmine Bleeth,Female,yes,46,0.00214
2358,Judith Blegen,Female,yes,73,0.02511
2364,Brenda Blethyn,Female,yes,68,0.01594
2366,Carla Bley,Female,yes,76,0.03305
2369,Mary J. Blige,Female,yes,43,0.0018
2386,Susan Block,Female,yes,59,0.006659999999999999
2391,Joan Blondell,Female,no,73,0.02511
2392,Nikki Blonsky,Female,yes,26,0.00045999999999999996
2394,Moon Bloodgood,Female,yes,39,0.00134
2398,Claire Bloom,Female,yes,83,0.06888
2402,Verna Bloom,Female,yes,75,0.02998
2406,Lisa Blount,Female,no,53,0.00365
2418,Judy Blume,Female,yes,76,0.03305
2428,Emily Blunt,Female,yes,31,0.00064
2437,Ann Blyth,Female,yes,86,0.09561
2463,Nicole de Boer,Female,yes,44,0.0019
2466,Angela Bofill,Female,yes,60,0.00734
2472,Lindy Boggs,Female,no,97,0.28359
2475,Suzy Bogguss,Female,yes,58,0.00604
2477,Heidi Bohay,Female,yes,55,0.00447
2478,Avis Bohlen,Female,yes,74,0.027360000000000002
2486,Corinne Bohrer,Female,yes,56,0.00495
2492,Sissela Bok,Female,yes,80,0.04965
2499,Eavan Boland,Female,yes,70,0.019119999999999998
2525,Erma Bombeck,Female,no,69,0.017419999999999998
2539,Rene Bond,Female,no,46,0.00214
2541,Samantha Bond,Female,yes,53,0.00365
2542,Sudie Bond,Female,no,56,0.00495
2546,Pam Bondi,Female,yes,49,0.0026100000000000003
2555,Lisa Bonet,Female,yes,47,0.00229
2563,Sandrine Bonnaire,Female,yes,47,0.00229
2568,Yelena Bonner,Female,no,88,0.11955
2570,Céline Bonnier,Female,yes,49,0.0026100000000000003
2584,Debby Boone,Female,yes,58,0.00604
2585,Lesley Boone,Female,yes,46,0.00214
2589,Mika Boorem,Female,yes,27,0.00049
2593,Elayne Boosler,Female,yes,62,0.00895
2595,Karin Booth,Female,no,87,0.10690999999999999
2596,Lindy Booth,Female,yes,35,0.0009400000000000001
2599,Betty Boothroyd,Female,yes,85,0.08559
2604,Emilinha Borba,Female,no,84,0.07674
2606,Madeleine Bordallo,Female,yes,81,0.055420000000000004
2608,Lizzie Borden,Female,yes,56,0.00495
2616,Veda Ann Borg,Female,no,58,0.00604
2632,Alex Borstein,Female,yes,43,0.0018
2643,Barbara Bosson,Female,yes,75,0.02998
2648,Rachel Boston,Female,yes,32,0.0007
2653,Kate Bosworth,Female,yes,31,0.00064
2657,Elsbeth Bothe,Female,yes,87,0.10690999999999999
2658,Margot Botsford,Female,yes,67,0.01456
2665,Vicky Botwright,Female,yes,37,0.0011300000000000001
2669,Élodie Bouchez,Female,yes,41,0.00158
2679,Carole Bouquet,Female,yes,57,0.00547
2684,Louise Bourgeois,Female,no,99,0.32105
2697,Julie Bovasso,Female,no,61,0.00811
2701,Clara Bow,Female,no,60,0.00734
2705,Katrina Bowden,Female,yes,26,0.00045999999999999996
2708,Andrea Bowen,Female,yes,24,0.00044
2709,Debra Bowen,Female,yes,59,0.006659999999999999
2711,Julie Bowen,Female,yes,44,0.0019
2717,Antoinette Bower,Female,yes,82,0.06182000000000001
2727,Elizabeth Bowes-Lyon,Female,no,102,0.38237
2733,Judi Bowker,Female,yes,60,0.00734
2734,April Bowlby,Female,yes,34,0.00086
2735,Camilla Parker Bowles,Female,yes,67,0.01456
2738,Jane Bowles,Female,no,56,0.00495
2748,Barbara Boxer,Female,yes,74,0.027360000000000002
2762,Katherine Boyd,Female,yes,93,0.20245
2763,Lynda Boyd,Female,yes,49,0.0026100000000000003
2765,Pattie Boyd,Female,yes,70,0.019119999999999998
2767,Nancy Boyda,Female,yes,59,0.006659999999999999
2773,Kay Boyle,Female,no,90,0.14886
2774,Lara Flynn Boyle,Female,yes,44,0.0019
2775,Lisa Boyle,Female,yes,50,0.00281
2777,Susan Boyle,Female,yes,53,0.00365
2785,Lorraine Bracco,Female,yes,60,0.00734
2794,Anne Braden,Female,no,82,0.06182000000000001
2796,Barbara Taylor Bradford,Female,yes,81,0.055420000000000004
2803,Ann Walsh Bradley,Female,yes,64,0.010879999999999999
2810,Marion Zimmer Bradley,Female,no,69,0.017419999999999998
2811,Pat Bradley,Female,yes,63,0.00987
2824,Sarah Brady,Female,yes,72,0.023030000000000002
2830,Alice Braga,Female,yes,31,0.00064
2831,Sonia Braga,Female,yes,64,0.010879999999999999
2840,Gloria Brame,Female,yes,59,0.006659999999999999
2841,Bonnie Bramlett,Female,yes,70,0.019119999999999998
2846,Michelle Branch,Female,yes,31,0.00064
2857,Brandy,Female,yes,35,0.0009400000000000001
2858,Laura Branigan,Female,no,47,0.00229
2863,Betsy Brantley,Female,yes,59,0.006659999999999999
2869,Da Brat,Female,yes,40,0.00146
2877,Carol Moseley Braun,Female,yes,67,0.01456
2878,Eva Braun,Female,no,33,0.0007700000000000001
2882,Rose Marie Bravo,Female,yes,63,0.00987
2884,Toni Braxton,Female,yes,48,0.00244
2889,Aurelia E. Brazeal,Female,yes,71,0.02103
2890,Donna Brazile,Female,yes,55,0.00447
2904,Catherine Breillat,Female,yes,66,0.01325
2910,Lucille Bremer,Female,no,79,0.04462
2914,Eileen Brennan,Female,no,81,0.055420000000000004
2918,Amy Brenneman,Female,yes,50,0.00281
2921,Rossella Brescia,Female,yes,43,0.0018
2922,Abigail Breslin,Female,yes,18,0.0004
2924,Patricia Breslin,Female,no,80,0.04965
2936,Jan Brewer,Female,yes,70,0.019119999999999998
2937,Teresa Brewer,Female,no,76,0.03305
2939,Diane Brewster,Female,no,60,0.00734
2940,Jordana Brewster,Female,yes,34,0.00086
2942,Paget Brewster,Female,yes,45,0.00201
2952,Edie Brickell,Female,yes,48,0.00244
2954,Alicia Bridges,Female,yes,61,0.00811
2961,Alison Brie,Female,yes,32,0.0007
2970,Susie Bright,Female,yes,56,0.00495
2971,Sarah Brightman,Female,yes,54,0.00403
2981,Nancy Goodman Brinker,Female,yes,68,0.01594
2983,Christie Brinkley,Female,yes,60,0.00734
2988,Valerie Brisco-Hooks,Female,yes,54,0.00403
2991,Mary Beck Briscoe,Female,yes,67,0.01456
